Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
yeah maybe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ohoh lie,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
don’t think i’d go,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ross took ten years finally admit liked,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
yeah well missy better glad list laminated,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
know honey go ahead we’ll call alternate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
okay hold crawler,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rach really gonna let,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
honey he’s go hit isabella rosselini i’m justsorry don’t got popcorn,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
oh wait wait isabella don’t don’t dismissthis fast mean lifetime opportunity,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
yeah list,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
um yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
may see,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
um,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
um see that’s final draft,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
it’s laminated,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
yknow it’s ironic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
yknow,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
umm,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
i’ve got five bucks says can’t,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
get checkbook mister,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
oh think cash,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dogged man totally fit,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
im sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
respect anybodys privacy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
rachel wait wait,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
wait ridiculous,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
say one thing,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
thats relatively open weave still see nipularareas,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
thats pretty much,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oops,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
tell really well sweetie,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
thanks okay go away talk,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
okay ill miss,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
isnt great,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hes cute seems like much,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
know know sweet complicated shrink hesnot shrinky yknow,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
think youll couch,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh dont know dont know think thats little weird yknowvinyl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
im sorry anybody else,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uh miss something,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
shes still upset saw boobies,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
wh seeing boobies,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
accident like across street telescopeand box donuts,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
okay okay could change subject please,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah cause hello boobies breasts,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
okay pheebs hoping change,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
yknow dont know youre embarrassed niceboobies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
nice nice mean thats mean mittens nice,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
youre funny hes really funny wouldnt wanna whenthe laughter stops,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
whoah whoah back sparky whatd mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh seems though maybe intimacy issues yknowthat use humour way keeping people distance,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
huh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
mean hey met dont know adam childright parents divorced hit puberty,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
uhhuh know,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
textbook,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey guys hey know dad right,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hey hey mr trib,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hey long city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh friend roger,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey hey good meet roger,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sir,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gotta go miss love getting real latenow,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
names ronni shes pet mortician,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
remember little kid used take thenavy yard show big ships,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
since,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
six years wanted put nice memoryin head youd know wasnt always terrible guy joe yever beenin love,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dknow,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yhavent youre burning tomatoes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
joe dads love big time worst part isits two different women,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
oh man please tell one em,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
course course one ems whats matter,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
get good enough look day,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
alright alright adults theres one way resolvethis since saw boobies think uh youre gonna show peepee,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
yknow dont see happening,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
cmon hes right tit tat,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
well im showing tat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hello,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cmon,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
whats matter rog,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh nothing little thing hate guy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
little analytical thats yknow cmonhes bad,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ysee thats youre wrong would marry thought onany level thatthat lesbian,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
dunno maybe wanted marriage fail,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
would,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
dont know maybe maybe low selfesteem maybe maybe compensate forovershadowing sibling maybe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
waitwait go back sibling thing,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
well dont know mean conceivable wanted sabotageyour marriage sibling would feel less failure eyes parents,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
thats ridiculous dont feel guilty failures,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
oh think im failure,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
isnt good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonono thatthats saying,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yknow years thought side maybe whatyou sucking mom dad theyd keep liking better,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
hey married lesbian make look good,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
youre right mean youre right wasnt weebles itwas weeble play palace weebles cruise ship oh littlelifeboat weebles wobble,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
thats tough tough stuff cmon pheebs gonna catch moviewe gotta get going,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
oh okay feel better rachel kay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
geez gonna late sweetie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oh okay listen thanks everything mon,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
youre welcome,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
listen guys great seeing mon um easy thosecookies okay remember theyre food theyre love,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
night guys,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
oh look woman ordered,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
hey uh help,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
oh thanks im waiting uh joey tribbiani,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
im joey tribbiani,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uh joeys embolism id go nip yknow,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
joey go first wanna looking keys,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
thats good one,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey joe,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dad ronnis,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
huh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
hey hello babe wh whatre whatre,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
thank uh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
whos big game,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
look uh shouldnta come iid better get going dont wanna missthe last train,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dont want taking thing,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
oh wherem gonna stay,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
whoahho,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
well go hotel,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
wont,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wont,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
go hotel youll bedoing stuff want right wherei keep eye,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
youre gonna keep eye us,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
thats right mister dont care old long youreunder roof youre gonna live rules means sleeping yourgirlfriend,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
wow hes strict,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
dad youll room ronni uh stay chandlers room,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thanks youre uh youre good kid,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmon ill show room sounds weird notfollowed thanks,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
okay tonight starting tomorrow gotta make achange gone long enough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kinda change,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
well either break ronni,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
cant,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
gotta come clean right,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
dont wanna hear go room,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
hey kicky whatre,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trying get comfortable cant sleep underwear,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well youre gonna,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ive thinking yknow im always seeing girls top ofgirls,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
end end tall like pancakes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
yknow mean im always going womenand always figured right one comes along id able standup guy andgo distance yknow im looking dad thinking,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
hey youre youre gointo fathers pipefitting business cave,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
decided go outofwork actor business thatwasnt easy id like believe right woman comesalong courage guts say thanks,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
really think,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah really,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
himay help,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah uh joey said could use shower since uh chandlers inours,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
okaywho,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh im ronni ronni rappelano mistress,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
oh cmon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thanks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hi im rachel,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bathrooms,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
great,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hey listen ronni long would say chandlers theshower,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
oh like uh five minutes,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey morning dear,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chandler bing time see thing,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
thought chandler,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
supposed could see thing,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
sorry thing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hey pheebs,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hows going,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
good oh oh rogers dinner thing wanted inviteyou guys,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
whats going,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
nothing um um roger,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
dunno theres something,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
basically feel hes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hate guy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
yeah hate,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
sorry pheebs sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uhhuh okay okay dont think maybe though hesso perceptive freaks,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
hate,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
sorry,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
whatre,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
oww big ring,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
hold youyou knew,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
course knew think father jamesbond shouldve heard cover stories im sleeping myaccountants,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
could mean could,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
remember father used always yellingalways yelling nothing made happy nothing made happy wood shop notthose stupid little ships bottle nothing hes happy mean nice hehas hobby,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
dont mean disrespectful hell talkingabout mean,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
im fine look honey ideal world thered herand father would look like sting ill tell something else ever since thatpoodlestuffer came along hes ashamed hes attentivehes loving mean like every days anniversary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
imhappyfor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
well dont everythings screwed wantit way,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
im sorry thought youd want,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
know cookie oh know tell yousee,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
yeah youre ten times prettier,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
thats sweet could take,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
whats wrong sweetie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nothing nothing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
mean nothing im fine friends theythey aliking problem um dont,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh dont,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
dont see wonderfulness see dont see allthe good stuff sweet stuff think youre little,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
intense creepy,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
dont phoebe,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
well im im surprised feel way,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
youre see thats youre great,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
actually quite yknow typical behaviour thiskind dysfunctional group dynamic yknow kind codependant emotionallystunted sitting stupid coffee house stupid big cups im sorrymight well nipples youre like oh define define loveme need love,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
talked dad huh,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
yeah hes gonna keep cheating like wanted shes gonna keeppretending doesnt know even though little sister tina cant see herhusband got restraining orderwhich nothing withanything except found today,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
wow,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
things sure changed waltons mountain,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
joey okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah guess parents certain point gotta let goeven know better youve gotta let make mistakes,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
think couple years get turn,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
turn parents ill either alcoholic blond chasingafter twentyyearold boys ill end like mom,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
oh okay except broke roger,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
awww,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
aaawwwwww,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
happened,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
dont know mean hes good person really sweetand ways think right hate guy,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
hey joey whats going,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
joey hell,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
sorry wrong boobies,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
hello joey,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey what’s going,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
found note door come monica’s quick,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
what’s,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
monica engaged,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah she’s twenty minutes i’m surprised youdidn’t hear way,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh thought kid yelling i’m gay i’mgay bring,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
oh let stay it’s sweet,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
awww come on—wait—stop okay monica,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
monica,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
decided band wedding y’knowi’m kinda musical,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah pheebs honey got engaged couple hours ago doubtshe’s even time to…,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
well speaking chiming remember time burned myapartment,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
y’know get dressed go tohave champagne,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
said get early,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
guys don’t think look 19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
oh 19 thought said 90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
okay everybody let’s go let’s go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh honey ate,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
afraid,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
know mean,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
yeah don’t think time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
there’s gonna wedding you’re gonna bride twohundred people going looking clean white dress,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
phoebe,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
would’ve let finish goes say he’sprobably gay,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
look great,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
don’t know y’know feel little umm… noy’know nevermind i’m gonna fine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
oh don’t worry mean probably tired hada lot champagne happens everybody,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hi,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
wow happy monica’s night,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
well thank,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey believe believe actually gettingmarried,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
well sure get married time so…,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ohh…,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah guess ii… mean dodo think we’re ever gonnahave,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
mean we—you,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
oh nonononono someone someone,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
oh good scared minute,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
shake,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
absolutely y’know like umm…,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
surely think something good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
well uh always really good uh uh stuff,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
yeah good stuff huh,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uhhmm uhhmm yeah yeah really liked hands,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hands,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uhhuh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
y’know bonus night y’know two people break theyget back together one night,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
one night justjust sex strings attached,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
yeahyeah never,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
okay getting little crazy mean i’mi’m sure itwould amazing i…gotta say reallyreally don’t think would goodidea y’know really really…don’t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
‘sup ‘sup dude,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
you’re playing little,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yes scale 1 10 10 dumbest person lookyou definitely 19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
come man really old,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
young you’re manchild okay go get changed becauseeverybody’s ready please oh please keep underwear,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
joe,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
today lot,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well it’s reason i’m asking kindof eh uh unable to—i mean really wanted couldn’t…there huh—hmm therethere incident,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
don’t worry man happens,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
it’s happened,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
well what’d,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
anyway,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
really oh that’s exciting thank thanks mon oh monif touch guitar i’ll pound little bit,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
fair enough go get ready,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay monica mon uh whatwhat saw…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
