Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
its okay rachel knows,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah but even soo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i cant help it im just im just crazy about you,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
okay okay look i know im being mr inappropriate today but its justso tough i mean see you walking around and i just wanna touch you and hold you come onno ones around just just kiss me,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
all right thats thats it get off her,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
what is going on,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
ah joey joey tribbiani listen joey i got a problem i just got acall from my dance captain hes having a relationship crisis and cant get out of longisland,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
so does that mean the audition is off,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
listen joey seeing as youve got the most experience i want you totake these dancers and show them the combination,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
its ah stepity step and jazz hands,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
have fun,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what are you wrapping,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ohho look what i got julio,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
yeah its a vase,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
yeah just like the one in the poem,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
well not exactly like the one in the poem,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
what do you mean,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
yknow so i dont read as many important books as you do and i dontwrite trick poems that seem to be about one thing but are actually about something elseand yknow what i get excited about stupid stuff like when i my,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
whoa whoa whoa,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
you dont even know me,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
whoa whoa whoa the poem is not about you,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
the empty vase is not about you my baby you make me so sad that youwould think this,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
im sorry my friend phoebe,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
no its about all women well all american women you feel better now,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
all right lets do it,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no no no what was that,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
i know it was the best i could get out of them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
well people,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
people people people,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
so ah did you have fun at the bachelor party last night,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hello,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yknow what im im gonna spend some alone time with the pen,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
a big idiot,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
a big idiot just you have to realize is this whole mark thing is kindahard for me,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
honey why is it hard i mean weve been together for almost a year now,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
well i was with carol for like eight years and i lost her and now ifits possible i think i love you even more so its hard for me to believe that im notgonna well that someone else is not going to take you away,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
let it be me let it be me,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i gotta get going bye chandler,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
oh okay ross listen this pen is kinda getting boring so can youpick me up some porn,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
where ya going,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh ive got to go pick up ben weve got a play date this afternoon,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ohh with who,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh just this woman that i met last night at the party,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
you have a play date with a stripper,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ah yeah yeah umm we started talking after she yknow did her thingand it turns out shes got a boy about bens age so were taking them to a gymboreeclass why is that okay,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sure is she married,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ahh no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
are you jealous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
noo i yknow i dont see why she has to play with you thats all imean doesnt she have any yknow other stripper moms friends of her own,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
you are totally jealous,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
im not jealous all right this is about umm people feeling certainthings yknow about strippers and yknow and um i,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
honey i love you too,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ugh wait wait wait,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
huh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah either that or you just turned him on and sent him off to astripper,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
your no gods gift to women thats all in your headdddd you are justa buttmunch,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
no one likes a buttmunch,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
and your also bad in beddeddedd,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
i want youi need youlet me make love to you,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
i dont wanna stand in the way of true love or anything but i think a cantaloupe might hurt less,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
oh ehmimim rehearsing my linesthey gave me a big romantic story on days of our lives its the first time my characters got one im so nervous you know i really want it to be good,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
woowi havent seen you this worked up since you did that dog food commercial and you thought you were gonna be with a real talking dog,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
yeahhey you just have to promise not to get yourself thrown out again,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hey that was an honest mistake,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah that was an awesome day,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hi,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
so do you guys wanna come and eat dinner at the restaurant sometime in the next few weeks,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sure,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
id love to,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
well you,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
well i cant give you a massage because my licence has been revoked again,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
phoebe what happened,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
well it was an accidentyou know its a lot of oil and sometimes the hand just slips,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
oh noyou guys arent supposed to get divorced for 7 years,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
oh goodok good for youtry to recapture the magic,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
so what do you say can you get out of work,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
oh honeyi cant i was just telling these guys that things are crazy at the restaurant,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
are you really that busy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
tell them im a chef in a big new york restaurant,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
and tell them that in 2 weeks i will once again be a masseuse in good standing,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oh dont worry about it just use your travel insurance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
i dont have travel insurance,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well this is what happens when people live on the edge,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
why dont you take ross,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
uh dont you think that would be a little weird i mean two guys in a romantic inn,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
no not if their room has two beds,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey joey is this the bed where olivia lost her virginity,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
oh pleasehoney just the fact that you want me here to support you imoh my godis that christian sandershes so,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
also so,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh in my head hes done some pretty notgaystuff,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
well at the christmas party him and santa did some definitely gay stuff,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
joey joey were ready for you,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh wish me luck,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
ok not that you need it but goodgodis that chase lassiterhes straight right,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
rach i gotta sayif you werent here wondering if these guys were gay i dont know if i could do this,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
on a bell please quietly and action,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
drake what are you doing in here,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
get out,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
you dont love him,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
what do you know about love,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
i know what i felt that night when we kissed under the bridge,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
that kiss never happened,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
oh what about this one,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
no i told youget out,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
fine ill go but let me ask you one question,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ssshhhhttthes asking her a question,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
can you really live the rest of your life never knowing what we could have been,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
i dont have a choice,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
yes you doyesyou do im the one who doesnt have a choice because ibecause i cant stop loving you,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
dont say that,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
cut,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
everything was delicious,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
thank you,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
it was the duck in particular was superb,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually i do have one small complaint,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ohpleaseii welcome criticism,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the musician right outside the restaurantits kind of a moodkiller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
what musician,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
what are you doing here,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
well you said that you had customers lined up in the street so i am here to entertain,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah it really has been great too you know some of this people must have seen me play before because they were requesting a bunch of my songs yeah you suck and shut up and go home,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
listen phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
you know how much i love listening to your music you know but,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
but what,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
this is kind of a classy place,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hi chandler bing i have a reservation,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
welcome to the chestnut inn mr bing so where are you joining from,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
new york,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
im sorry hes a little bit wound up we had to stop at every maple candy stand on the way here,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yeah i ate all my gifts for everybody,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i am sorry mr bing theres no record of your reservation in the computer,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
well thats impossible can you check again please,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
im sorry its not here,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
not there,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
let me get this straight i called yesterday trying to cancel my reservation and i was told it was not refundable then we drove six hours all the way up here and now you tell me that we dont have a reservation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
i dont know what to say,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
just give us the cheapest room you have,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
unfortunatly the only thing we have available is our deluxe suite the rate is six hundred dollars,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
thats insane,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
totally insane dude lets drive home well hit all the maple candy stores on the way back and ifif theyre closed maybe well tap a tree and make some ourselves,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
great,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dude dont worry bout it i know how we can make your money back this is a nice hotel you know plenty of amenities we just load up on those like those apples instead of taking one im i take six,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
great at a hundred dollars an apple were there,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cmon you get the idea owowow well make our money back in no time,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
dude youre shaking,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
i think its the sugar could you hold the apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
joey i gotta tell ya ive been thinking,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh you know the writing was good and the director is good and and my costars good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
god you have to tell me what happens tomorrow,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ow im just going over the script now you wanna read lines with me,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
me oh no i am not an actress,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh all right i can ask monica,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh screw her that part is mine,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
i cant believe you married him,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
but what choice did i have he was keeping my sister in a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
so what about us everything we feel for each other,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
its over you,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
how can i knowing ill never hold you in my arms again or touch your skin or feel your lips knowing ill never make love to you how can i accept that i can never kiss you again when its all i can do not to kiss you right now,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
kiss me,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
ah rach it doesnt say that,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
no im saying,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
but but,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
what did you get,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
usa today,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
nice put it with the others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
and i also got two more apples,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i also got this great salt and pepper shaker from the restaurant,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh thats not cool,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
dude none of this is,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
not my first time in a hotel my friend,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no no no you cant take the remote control,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
yes but the batteries,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
thank you thank you very much,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lets celebrate with some maple candy,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
no,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
at least tell me where you hid it,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
can i ask you a question,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
have you ever had any weird romantic dreams,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
let me think oh when i was younger i used to dream that i got married to mayor mccheese and on our wedding night i ate his head,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ok well this is like thatin no way i had ai had a dream last night that i wanted to kiss joey,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
wow do you mean like kiss himkiss him,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh yeah i mean that was pretty intense,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
what do you think brought than on,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i dont know i mean maybe thats something to do with the fact that i saw him do a love scene yesterday,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
a love scene with who,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
olivia,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
so do you think that my dream means anything,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i dont know i mean you saw him do a love scene so maybe you dont have a thing for joey maybe you have a thing for drake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ah well it was joey reading drakes lines in the dream,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
of course it was trust me when it comes to psychology i know what im talking about i took two psych classes in college,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
you took the same class twice,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
it was hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ohphoebe maybe i wasnt clear before i really love listening to your music here but my restaurant is sort of an upscale place,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
right yeah ok ill ask the butler to fetch my diamonds out of the vault,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
phoebe its not what you wear its sort of your songs i just dont think you should play at the restaurant anymore,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
hey so you guys the funniest thing happened at work,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
my songs arent good enough for your restaurant,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ok were still on that,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i didnt say your songs were not good enough,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
then whats wrong with them would they not go with your tiny portions of pretentious food,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
tiny portions,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
yeah well excuse me,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
phoebe its not about quantity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
wellits not about quality,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh really you want to talk about quality have you heard of a key its what some people sing in,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
well at least all my songs dont taste like garlic yeah there are other ingredients monica,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ok so thats what were doing you know when im in the coffee house bopping along to one of your songs im wearing ear plugs,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ear plugs or cloves of garlic,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
you know what i take back what i said before you keep playing at the restaurant because with your music driving people inside my bar sales are going up like crazy,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
what are people having the garlic martini,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
heres your copy of the bill we hope you enjoyed your stay,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh we did and you still have all your lamps,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh i didnt factor in the room tax,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh dude dont worry about it i found an unattended maids car were way ahead of the game,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oh my god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
theres something new in the bowl,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
look we have enough just walk away,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no but i wanti want the pinecones,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
theres a forest right outside,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
its not the same,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ok go quick,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh my maple candy,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
thank god its just you i thought someone was swinging a bag of cats against the wall,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
youd better get back in that kitchen monica the garlic is not gonna overuse itself,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ok you have to stop playing now,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
why the only person my playing is bothering is you,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
oh yeah ok lets settle this come on,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ok ok how many of you,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ok well who identified the tone of this restaurant as pretentious comma garlicky,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
im sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ooohh hey wanna stick around and ill whip you up some dinner,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yeah as long as its free food here is ridiculously overp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
joey do you have peanut butter on the back of your head,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
i was making a peanut butter smoothy right,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
uhhuh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
whathow is it going with drake,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
ohi dont think its going very well,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
whatthat scene i saw was so good,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
well im feeling really insecure about the one we are shooting tomorrow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
joey is this that thing that you do when you say youre bad so ill give you a compliment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
a little yeah no i really am worried you know i mean i have to make it convincing that im in love with olivia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
so,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
soive never played that,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ooh honey it cant be that hard i mean youve been in love before,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
uhwelljust oncewith you,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
okthis could be a little awkwardim just going to blow past it well cant you just use that method actor thing where you use your real life memories to help you in your performance,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
id say from the looks of it our naked buddy is moving,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ironically most of the boxes seem to be labeled clothes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
ohh im gonna miss that big old squishy butt,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
and were done with the chicken fried rice,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hey hey if hes moving maybe i should try to get his place,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
good idea yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
it would be so cool to live across from you guys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey yeah then we could do that telephone thing yknow you have a canwe have a can and its connected by a string,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
or we can do the,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
oh my god i love this apartment isnt it perfect i cant believe inever realized how great it is,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
well that is because your eye immediately goes to the big naked man,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
its amazing you better hurry up and fill out an application or imgonna beat you to it,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh my god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
oh my god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
phoebe phoebe its okay its okay,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i know i know i know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
you know,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
yes i know and joey knows but ross doesnt know so you have to stopscreaming,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
what what,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
nothing oh god were just so excited that you want to get thisapartment,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
you mean whenever monica and chandler where like yknow doing laundry orgoing grocery shopping or—oh all that time monica spent on the phone with sad lindafrom camp,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
